"codnivel1","codnivel2","codnivel3","codnivel4","codnivel5","codassunto","descassunto"
8826,8960,8990,13608,NULL,13608,"PROVA ILÍCITA"
8826,8960,8990,13613,NULL,13613,"DOCUMENTAL"
8826,8960,8990,13614,NULL,13614,"ALTERAÇÃO DA ORDEM DE PRODUÇÃO"
8826,8960,8990,14864,14865,14865,"INDEFERIDA"
8826,8960,8990,14864,14866,14866,"NÃO REALIZADA"
8826,8960,8990,14864,14867,14867,"DESIGNADA EM OUTRA LOCALIDADE"
8826,8960,8990,14864,NULL,14864,"PERÍCIA JUDICIAL"
8826,8960,8990,NULL,NULL,8990,"PROVAS"
8826,8960,9024,13251,NULL,13251,"ATRASO NA AUDIÊNCIA"
8826,8960,9024,13256,NULL,13256,"CONFISSÃO"
8826,8960,9024,13282,NULL,13282,"PESSOA JURÍDICA DE DIREITO PÚBLICO"
8826,8960,9024,NULL,NULL,9024,"REVELIA"
8826,8960,9026,NULL,NULL,9026,"VÍCIOS FORMAIS DA SENTENÇA"
8826,8960,13020,13288,NULL,13288,"REGULARIDADE DE APRESENTAÇÃO DE PEÇAS"
8826,8960,13020,13600,NULL,13600,"E-DOC"
8826,8960,13020,14073,NULL,14073,"FAC-SÍMILIE/E-MAIL"
8826,8960,13020,NULL,NULL,13020,"PETICIONAMENTO ELETRÔNICO"
8826,8960,13029,13132,NULL,13132,"CLASSIFICAÇÃO E ORGANIZAÇÃO DE DOCUMENTOS NO SISTEMA"
8826,8960,13029,13210,NULL,13210,"INTIMAÇÃO VIA DEJT - VALIDADE"
8826,8960,13029,13318,NULL,13318,"CONVERSÃO DOS AUTOS FÍSICOS EM ELETRÔNICOS - RESPONSABILIDADE"
8826,8960,13029,13607,NULL,13607,"INDISPONIBILIDADE DO SISTEMA - DEVOLUÇÃO DE PRAZO"
8826,8960,13029,13615,NULL,13615,"USO DE SISTEMA DE PETICIONAMENTO DIVERSO - PETIÇÃO JURIDICAMENTE INEXISTENTE"
8826,8960,13029,NULL,NULL,13029,"PROCESSO JUDICIAL ELETRÔNICO - PJE"
8826,8960,13039,NULL,NULL,13039,"RITOS"
8826,8960,NULL,NULL,NULL,8960,"PROCESSO E PROCEDIMENTO"
8826,9045,9047,NULL,NULL,9047,"EFEITOS"
8826,9045,9050,13598,NULL,13598,"CUSTAS"
8826,9045,9050,13599,NULL,13599,"DEPÓSITO"
8826,9045,9050,14870,NULL,14870,"CUSTAS ESTADUAIS"
8826,9045,9050,14871,NULL,14871,"CUSTAS DO RECURSO"
8826,9045,9050,14872,NULL,14872,"AUSÊNCIA DE RECOLHIMENTO"
8826,9045,9050,14873,NULL,14873,"COMPLEMENTO"
8826,9045,9050,NULL,NULL,9050,"PREPARO/DESERÇÃO"
8826,9045,9060,10668,NULL,10668,"FAC-SÍMILE"
8826,9045,9060,10669,NULL,10669,"PROTOCOLO INTEGRADO / DESCENTRALIZADO"
8826,9045,9060,12420,14868,14868,"CONTAGEM DE PRAZO"
8826,9045,9060,12420,14869,14869,"INTERPOSIÇÃO RECURSAL EM JUÍZO INCOMPETENTE"
8826,9045,9060,12420,NULL,12420,"TEMPESTIVIDADE"
8826,9045,9060,NULL,NULL,9060,"PRAZO"
8826,9045,9098,13292,13524,13524,"REGULARIDADE DE REPRESENTAÇÃO"
8826,9045,9098,13292,13544,13544,"TEMPESTIVIDADE"
8826,9045,9098,13292,14075,14075,"PREPARO"
8826,9045,9098,13292,14075,14076,"CUSTAS"
8826,9045,9098,13292,14075,14077,"DEPÓSITO"
8826,9045,9098,13292,NULL,13292,"PRESSUPOSTOS EXTRÍNSECOS"
8826,9045,9098,14078,14079,14079,"DESFUNDAMENTAÇÃO"
8826,9045,9098,14078,14080,14080,"ARTIGO 896, § 1º - A, CLT"
8826,9045,9098,14078,NULL,14078,"PRESSUPOSTOS INTRÍNSECOS"
8826,9045,9098,14081,NULL,14081,"DECISÃO INTERLOCUTÓRIA"
8826,9045,9098,14082,NULL,14082,"TRANSCENDÊNCIA"
8826,9045,9098,NULL,NULL,9098,"CABIMENTO"
8826,9045,10666,14874,NULL,14874,"RAZÕES DISSOCIADAS"
8826,9045,10666,NULL,NULL,10666,"REGULARIDADE FORMAL"
8826,9045,10738,NULL,NULL,10738,"SOBRESTAMENTO"
8826,9045,10999,NULL,NULL,10999,"CONVERSÃO EM AGRAVO RETIDO"
8826,9045,13028,13264,NULL,13264,"PROCEDIMENTO SUMARÍSSIMO"
8826,9045,13028,13601,NULL,13601,"FASE DE EXECUÇÃO"
8826,9045,13028,NULL,NULL,13028,"PROCESSO DE ALÇADA"
8826,9045,13036,NULL,NULL,13036,"REMESSA NECESSÁRIA"
8826,9045,NULL,NULL,NULL,9045,"RECURSO"
8826,9148,9149,10684,14070,14070,"FAZENDA PÚBLICA"
8826,9148,9149,10684,NULL,10684,"JUROS"
8826,9148,9149,10685,13542,13542,"TAXA REFERENCIAL - TR X IPCA-E"
8826,9148,9149,10685,13543,13543,"TAXA SELIC"
8826,9148,9149,10685,14860,14860,"INCIDÊNCIA DO MANUAL DE CÁLCULOS DA JUSTIÇA FEDERAL"
8826,9148,9149,10685,14861,14861,"INCLUSÃO DE EXPURGOS INFLACIONÁRIOS"
8826,9148,9149,10685,NULL,10685,"CORREÇÃO MONETÁRIA"
8826,9148,9149,10687,NULL,10687,"TAXA SELIC"
8826,9148,9149,13129,NULL,13129,"CUSTAS / EMOLUMENTOS"
8826,9148,9149,13190,NULL,13190,"IMPOSTO DE RENDA"
8826,9148,9149,13214,13430,13430,"FAZENDA PÚBLICA"
8826,9148,9149,13214,NULL,13214,"JUROS"
8826,9148,9149,NULL,NULL,9149,"VALOR DA EXECUÇÃO / CÁLCULO / ATUALIZAÇÃO"
8826,9148,9160,NULL,NULL,9160,"LEVANTAMENTO DE VALOR"
8826,9148,9163,13080,NULL,13080,"AVALIAÇÃO / REAVALIAÇÃO"
8826,9148,9163,13140,NULL,13140,"DISPENSA DE PENHORA - ENTIDADES FILANTRÓPICAS E SEUS DIRETORES"
8826,9148,9163,13164,NULL,13164,"EXCESSO DE PENHORA"
8826,9148,9163,13189,13363,13363,"BEM DE FAMÍLIA"
8826,9148,9163,13189,13364,13364,"BEM PÚBLICO"
8826,9148,9163,13189,13458,13458,"INSTRUMENTOS DE TRABALHO"
8826,9148,9163,13189,13526,13526,"REMUNERAÇÃO / PROVENTOS / PENSÕES E OUTROS RENDIMENTOS"
8826,9148,9163,13189,NULL,13189,"IMPENHORABILIDADE"
8826,9148,9163,13240,NULL,13240,"ORDEM DE PREFERÊNCIA"
8826,9148,9163,13249,NULL,13249,"PENHORA NO ROSTO DOS AUTOS"
8826,9148,9163,13250,NULL,13250,"PENHORA ONLINE / BACEN JUD"
8826,9148,9163,13278,NULL,13278,"REFORÇO DE PENHORA"
8826,9148,9163,13297,NULL,13297,"SEGURO-GARANTIA JUDICIAL"
8826,9148,9163,13303,NULL,13303,"SUBSTITUIÇÃO DE PENHORA"
8826,9148,9163,NULL,NULL,9163,"PENHORA / DEPÓSITO/ AVALIAÇÃO"
8826,9148,9166,NULL,NULL,9166,"MULTA DE 10%"
8826,9148,9178,NULL,NULL,9178,"INEXEQUIBILIDADE DO TÍTULO / INEXIGIBILIDADE DA OBRIGAÇÃO"
8826,9148,9180,13053,NULL,13053,"ADJUDICAÇÃO"
8826,9148,9180,13067,NULL,13067,"ARREMATAÇÃO"
8826,9148,9180,NULL,NULL,9180,"EXPROPRIAÇÃO DE BENS"
8826,9148,9189,NULL,NULL,9189,"REMIÇÃO"
8826,9148,9414,14852,NULL,14852,"PAGAMENTO DO DÉBITO"
8826,9148,9414,14853,NULL,14853,"PRESCRIÇÃO INTERCORRENTE"
8826,9148,9414,14854,NULL,14854,"VALOR IRRISÓRIO"
8826,9148,9414,NULL,NULL,9414,"EXTINÇÃO DA EXECUÇÃO"
8826,9148,9418,NULL,NULL,9418,"CONCURSO DE CREDORES"
8826,9148,9419,NULL,NULL,9419,"EXECUÇÃO PREVIDENCIÁRIA"
8826,9148,9450,NULL,NULL,9450,"FRAUDE À EXECUÇÃO"
8826,9148,9453,NULL,NULL,9453,"IMUNIDADE DE EXECUÇÃO"
8826,9148,9484,14856,NULL,14856,"HABILITAÇÃO DE HERDEIROS"
8826,9148,9484,NULL,NULL,9484,"SUCESSÃO"
8826,9148,9517,NULL,NULL,9517,"CAUSAS SUPERVENIENTES À SENTENÇA"
8826,9148,9518,NULL,NULL,9518,"EFEITO SUSPENSIVO / IMPUGNAÇÃO / EMBARGOS À EXECUÇÃO"
8826,9148,9519,NULL,NULL,9519,"BENEFÍCIO DE ORDEM"
8826,9148,9520,NULL,NULL,9520,"ATO ATENTATÓRIO À DIGNIDADE DA JUSTIÇA"
8826,9148,10573,10859,NULL,10859,"ALIMENTOS"
8826,9148,10573,10860,NULL,10860,"DEPOSITÁRIO INFIEL"
8826,9148,10573,10861,NULL,10861,"ALIENAÇÃO FIDUCIÁRIA"
8826,9148,10573,NULL,NULL,10573,"PRISÃO CIVIL"
8826,9148,10670,10676,NULL,10676,"IMISSÃO NA POSSE"
8826,9148,10670,10677,NULL,10677,"BUSCA E APREENSÃO"
8826,9148,10670,12160,NULL,12160,"REQUERIMENTO DE REINTEGRAÇÃO DE POSSE"
8826,9148,10670,12161,NULL,12161,"REQUERIMENTO DE APREENSÃO DE VEÍCULO"
8826,9148,10670,13086,NULL,13086,"BUSCA E APREENSÃO"
8826,9148,10670,13187,NULL,13187,"IMISSÃO NA POSSE"
8826,9148,10670,NULL,NULL,10670,"OBRIGAÇÃO DE ENTREGAR"
8826,9148,10671,NULL,NULL,10671,"OBRIGAÇÃO DE FAZER / NÃO FAZER"
8826,9148,10672,10678,NULL,10678,"SEQUESTRO DE VERBAS PÚBLICAS"
8826,9148,10672,10679,NULL,10679,"FRACIONAMENTO"
8826,9148,10672,10680,NULL,10680,"CRÉDITO COMPLEMENTAR"
8826,9148,10672,10869,NULL,10869,"PARCELA INCONTROVERSA"
8826,9148,10672,10885,NULL,10885,"LIQUIDAÇÃO PARCELADA"
8826,9148,10672,11923,NULL,11923,"FRAUDE / QUEBRA DE ORDEM CRONOLÓGICA"
8826,9148,10672,11924,NULL,11924,"PAGAMENTO"
8826,9148,10672,13097,NULL,13097,"COMPENSAÇÃO DE REAJUSTES CONCEDIDOS"
8826,9148,10672,13216,NULL,13216,"JUROS DE MORA"
8826,9148,10672,13253,NULL,13253,"PERÍODO DE GRAÇA"
8826,9148,10672,14912,NULL,14912,"CESSÃO DE CRÉDITOS"
8826,9148,10672,NULL,NULL,10672,"PRECATÓRIO"
8826,9148,10673,13285,NULL,13285,"RENÚNCIA PARCIAL"
8826,9148,10673,14855,NULL,14855,"PARTE INCONTROVERSA"
8826,9148,10673,NULL,NULL,10673,"REQUISIÇÃO DE PEQUENO VALOR - RPV"
8826,9148,10683,NULL,NULL,10683,"FATO SUPERVENIENTE AO TÉRMINO DO PRAZO PARA IMPUGNAÇÃO"
8826,9148,10686,13062,NULL,13062,"ANOTAÇÃO NA CTPS"
8826,9148,10686,13093,NULL,13093,"CLÁUSULA PENAL"
8826,9148,10686,NULL,NULL,10686,"MULTA COMINATÓRIA / ASTREINTES"
8826,9148,10880,13265,13470,13470,"LEVANTAMENTO DO DEPÓSITO RECURSAL"
8826,9148,10880,13265,NULL,13265,"PROCESSO DO TRABALHO"
8826,9148,10880,NULL,NULL,10880,"CUMPRIMENTO PROVISÓRIO DE SENTENÇA"
8826,9148,12974,NULL,NULL,12974,"DESCONSIDERAÇÃO DA PERSONALIDADE JURÍDICA"
8826,9148,12986,NULL,NULL,12986,"EXCEÇÃO DE INCOMPETÊNCIA TERRITORIAL"
8826,9148,12987,13121,NULL,13121,"CONTRIBUIÇÕES PREVIDENCIÁRIAS"
8826,9148,12987,13245,NULL,13245,"PARTES SEM ADVOGADOS"
8826,9148,12987,NULL,NULL,12987,"EXECUÇÃO DE OFÍCIO"
8826,9148,12988,13313,NULL,13313,"TERMO DE CONCILIAÇÃO PRÉVIA"
8826,9148,12988,NULL,NULL,12988,"EXECUÇÃO DE TÍTULO EXTRAJUDICIAL"
8826,9148,12989,NULL,NULL,12989,"EXECUÇÃO FISCAL"
8826,9148,12990,NULL,NULL,12990,"EXECUÇÃO PREVIDENCIÁRIA"
8826,9148,12991,NULL,NULL,12991,"EXECUÇÃO PROVISÓRIA"
8826,9148,12993,NULL,NULL,12993,"HIPOTECA JUDICIÁRIA"
8826,9148,12999,NULL,NULL,12999,"INSCRIÇÃO NO BANCO NACIONAL DE DEVEDORES TRABALHISTAS - BNDT"
8826,9148,13014,NULL,NULL,13014,"OBRIGAÇÃO DE DAR"
8826,9148,13024,NULL,NULL,13024,"PRECLUSÃO / COISA JULGADA"
8826,9148,13031,NULL,NULL,13031,"PROTESTO DE CRÉDITO TRABALHISTA"
8826,9148,14069,NULL,NULL,14069,"AUSÊNCIA DE IMPUGNAÇÃO DA CONTA DE LIQUIDAÇÃO/PRECLUSÃO"
8826,9148,14857,14858,NULL,14858,"AUSÊNCIA DE BENS PENHORÁVEIS"
8826,9148,14857,14859,NULL,14859,"PARCELAMENTO"
8826,9148,14857,NULL,NULL,14857,"SUSPENSÃO DA EXECUÇÃO"
8826,9148,NULL,NULL,NULL,9148,"LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO"
8826,9192,9196,NULL,NULL,9196,"LIMINAR"
8826,9192,9524,NULL,NULL,9524,"INDENIZAÇÃO DO PREJUÍZO"
8826,9192,9532,NULL,NULL,9532,"CAUÇÃO"
8826,9192,11982,NULL,NULL,11982,"SEPARAÇÃO DE CORPOS"
8826,9192,12416,NULL,NULL,12416,"TUTELA DE URGÊNCIA"
8826,9192,12417,NULL,NULL,12417,"TUTELA DE EVIDÊNCIA"
8826,9192,12418,NULL,NULL,12418,"REVISÃO DE TUTELA ANTECIPADA ANTECEDENTE"
8826,9192,NULL,NULL,NULL,9192,"TUTELA PROVISÓRIA"
8826,11781,11782,NULL,NULL,11782,"INTIMAÇÃO"
8826,11781,11783,NULL,NULL,11783,"CITAÇÃO"
8826,11781,11784,NULL,NULL,11784,"OITIVA"
8826,11781,11785,NULL,NULL,11785,"DILIGÊNCIAS"
8826,11781,11786,13045,NULL,13045,"AÇÃO ANULATÓRIA"
8826,11781,11786,13150,NULL,13150,"EMBARGOS DE TERCEIRO"
8826,11781,11786,NULL,NULL,11786,"ATOS EXECUTÓRIOS"
8826,11781,NULL,NULL,NULL,11781,"OBJETOS DE CARTAS PRECATÓRIAS CÍVEIS/DE ORDEM"
8826,12152,NULL,NULL,NULL,12152,"REVISÃO DE TUTELA ANTECIPADA"
8826,12933,12947,NULL,NULL,12947,"ANTECIPAÇÃO DE TUTELA / RECEBIMENTO COMO CAUTELAR"
8826,12933,12957,13148,13329,13329,"ACORDO PRÉVIO / QUITAÇÃO GERAL"
8826,12933,12957,13148,13342,13342,"ADJUDICAÇÃO / ARREMATAÇÃO / CÁLCULOS"
8826,12933,12957,13148,NULL,13148,"DECISÃO HOMOLOGATÓRIA"
8826,12933,12957,13298,NULL,13298,"SENTENÇA DE LIQUIDAÇÃO"
8826,12933,12957,13320,NULL,13320,"CONTRARIEDADE A SÚMULA"
8826,12933,12957,13610,NULL,13610,"RESCISÓRIA DE RESCISÓRIA"
8826,12933,12957,NULL,NULL,12957,"CABIMENTO"
8826,12933,12967,13257,NULL,13257,"PRAZO / TERMO INICIAL"
8826,12933,12967,NULL,NULL,12967,"CONTESTAÇÃO"
8826,12933,12970,13314,13478,13478,"MINISTÉRIO PÚBLICO"
8826,12933,12970,13314,NULL,13314,"TERMO INICIAL DO PRAZO"
8826,12933,12970,NULL,NULL,12970,"DECADÊNCIA"
8826,12933,12971,NULL,NULL,12971,"DECISÃO RESCINDENDA"
8826,12933,12972,13270,NULL,13270,"INSUFICIÊNCIA DO DEPÓSITO"
8826,12933,12972,13602,NULL,13602,"INEXIGIBILIDADE / ISENÇÃO"
8826,12933,12972,13612,NULL,13612,"REVERSÃO PARA A PARTE CONTRÁRIA"
8826,12933,12972,NULL,NULL,12972,"DEPÓSITO PRÉVIO"
8826,12933,12982,NULL,NULL,12982,"DOCUMENTO NOVO"
8826,12933,12983,13220,NULL,13220,"LIDE SIMULADA"
8826,12933,12983,NULL,NULL,12983,"DOLO OU COLUSÃO ENTRE AS PARTES"
8826,12933,12985,13116,NULL,13116,"CONTRADIÇÃO ENTRE FUNDAMENTAÇÃO E DISPOSITIVO"
8826,12933,12985,NULL,NULL,12985,"ERRO DE FATO"
8826,12933,12992,NULL,NULL,12992,"FALSIDADE DE PROVA"
8826,12933,12995,NULL,NULL,12995,"HONORÁRIOS ADVOCATÍCIOS"
8826,12933,12996,NULL,NULL,12996,"IMPOSSIBILIDADE JURÍDICA DO PEDIDO"
8826,12933,13001,13050,NULL,13050,"ACORDO HOMOLOGADO/EFEITOS"
8826,12933,13001,13266,NULL,13266,"PROCESSO FRAUDULENTO"
8826,12933,13001,13322,NULL,13322,"VÍCIO DE CONSENTIMENTO"
8826,12933,13001,NULL,NULL,13001,"INVALIDAÇÃO DE CONFISSÃO, DESISTÊNCIA OU TRANSAÇÃO"
8826,12933,13002,NULL,NULL,13002,"JUIZ IMPEDIDO / ABSOLUTAMENTE INCOMPETENTE"
8826,12933,13005,13244,NULL,13244,"PARTE OU SUCESSOR NO PROCESSO DA DECISÃO RESCINDENDA"
8826,12933,13005,13311,NULL,13311,"TERCEIRO JURIDICAMENTE INTERESSADO"
8826,12933,13005,NULL,NULL,13005,"LEGITIMIDADE ATIVA"
8826,12933,13015,13207,NULL,13207,"INTERPRETAÇÃO E ALCANCE DO TÍTULO EXECUTIVO"
8826,12933,13015,13300,NULL,13300,"SENTENÇA NORMATIVA - MODIFICAÇÃO"
8826,12933,13015,NULL,NULL,13015,"OFENSA À COISA JULGADA"
8826,12933,13025,13269,NULL,13269,"PROVA DO TRÂNSITO EM JULGADO DA DECISÃO RESCINDENDA"
8826,12933,13025,13287,13468,13468,"JUS POSTULANDI"
8826,12933,13025,13287,NULL,13287,"REPRESENTAÇÃO PROCESSUAL"
8826,12933,13025,NULL,NULL,13025,"PRESSUPOSTO PROCESSUAL"
8826,12933,13027,NULL,NULL,13027,"PREVARICAÇÃO / CONCUSSÃO / CORRUPÇÃO DO JUIZ"
8826,12933,13030,NULL,NULL,13030,"PRONUNCIAMENTO EXPLÍCITO (PREQUESTIONAMENTO)"
8826,12933,13034,NULL,NULL,13034,"REEXAME DE FATOS E PROVAS"
8826,12933,13038,NULL,NULL,13038,"REVELIA / CONFISSÃO"
8826,12933,13043,13145,NULL,13145,"DUPLA FUNDAMENTAÇÃO DA DECISÃO RESCINDENDA"
8826,12933,13043,NULL,NULL,13043,"VIOLAÇÃO LITERAL À DISPOSIÇÃO DE LEI"
8826,12933,NULL,NULL,NULL,12933,"AÇÃO RESCISÓRIA"
8826,12934,12994,NULL,NULL,12994,"HOMOLOGAÇÃO JUDICIAL - REQUISITOS"
8826,12934,13040,NULL,NULL,13040,"SENTENÇA DE RECUSA DA HOMOLOGAÇÃO"
8826,12934,NULL,NULL,NULL,12934,"ACORDO EXTRAJUDICIAL"
8826,12940,12955,NULL,NULL,12955,"AUTENTICAÇÃO"
8826,12940,12958,13047,NULL,13047,"AÇÃO RESCISÓRIA"
8826,12940,12958,13133,NULL,13133,"DECISÃO JUDICIAL"
8826,12940,12958,13284,NULL,13284,"REMESSA EX-OFFICIO"
8826,12940,12958,14122,NULL,14122,"TUTELA PROVISÓRIA DE URGÊNCIA"
8826,12940,12958,NULL,NULL,12958,"CABIMENTO"
8826,12940,12962,NULL,NULL,12962,"COMPETÊNCIA"
8826,12940,12973,NULL,NULL,12973,"DEPÓSITO PRÉVIO DE MULTA ADMINISTRATIVA"
8826,12940,12984,NULL,NULL,12984,"EMENDA A INICIAL"
8826,12940,13004,NULL,NULL,13004,"LEGITIMIDADE - AUTORIDADE COATORA"
8826,12940,13017,NULL,NULL,13017,"PEDIDO DE LIMINAR"
8826,12940,13019,NULL,NULL,13019,"PENHORA DE SALÁRIO / PROVENTOS"
8826,12940,13023,NULL,NULL,13023,"PRAZO DECADENCIAL"
8826,12940,13032,NULL,NULL,13032,"PROVA PRÉ-CONSTITUÍDA"
8826,12940,13035,NULL,NULL,13035,"REITERAÇÃO"
8826,12940,13042,NULL,NULL,13042,"TRANSCENDÊNCIA"
8826,12940,NULL,NULL,NULL,12940,"MANDADO DE SEGURANÇA"
8826,12941,12952,14071,NULL,14071,"AUSÊNCIA INJUSTIFICADA DE TESTEMUNHA"
8826,12941,12952,NULL,NULL,12952,"ATO ATENTATÓRIO À DIGNIDADE DA JUSTIÇA"
8826,12941,12954,NULL,NULL,12954,"AUSÊNCIA INJUSTIFICADA DE TESTEMUNHA"
8826,12941,12977,NULL,NULL,12977,"DESCUMPRIMENTO DE OBRIGAÇÕES DE AUXILIARES DA JUSTIÇA"
8826,12941,13008,NULL,NULL,13008,"MULTA DO ART. 475-J DO CPC"
8826,12941,13009,NULL,NULL,13009,"MULTA POR AGRAVO INADMISSÍVEL OU INFUNDADO"
8826,12941,13010,NULL,NULL,13010,"MULTA POR DESCUMPRIMENTO DE ORDEM JUDICIAL"
8826,12941,13011,NULL,NULL,13011,"MULTA POR ED PROTELATÓRIOS"
8826,12941,13012,NULL,NULL,13012,"MULTA POR IMPROBIDADE TESTEMUNHAL"
8826,12941,14072,NULL,NULL,14072,"LITIGÂNCIA DE MÁ FÉ"
8826,12941,NULL,NULL,NULL,12941,"PENALIDADES PROCESSUAIS"
8826,12943,12755,12756,NULL,12756,"INTERESSES OU DIREITOS DIFUSOS"
8826,12943,12755,12757,NULL,12757,"INTERESSES OU DIREITOS COLETIVOS EM SENTIDO ESTRITO"
8826,12943,12755,12758,NULL,12758,"INTERESSES OU DIREITOS INDIVIDUAIS HOMOGÊNEOS"
8826,12943,12755,NULL,NULL,12755,"DIREITO COLETIVO"
8826,12943,12946,13070,NULL,13070,"ASTREINTES"
8826,12943,12946,13088,NULL,13088,"CABIMENTO / INTERESSE PROCESSUAL"
8826,12943,12946,13101,NULL,13101,"COMPETÊNCIA TERRITORIAL"
8826,12943,12946,13219,NULL,13219,"LEGITIMIDADE ATIVA"
8826,12943,12946,13312,NULL,13312,"TERMO DE AJUSTAMENTO DE CONDUTA - TAC"
8826,12943,12946,13319,NULL,13319,"TUTELA INIBITÓRIA (OBRIGAÇÃO DE FAZER E NÃO FAZER)"
8826,12943,12946,NULL,NULL,12946,"AÇÃO CIVIL PÚBLICA"
8826,12943,13007,13076,NULL,13076,"AUTENTICAÇÃO"
8826,12943,13007,13077,NULL,13077,"AUTORIDADE COATORA"
8826,12943,13007,13087,NULL,13087,"CABIMENTO"
8826,12943,13007,13098,NULL,13098,"COMPETÊNCIA"
8826,12943,13007,13151,NULL,13151,"EMENDA A INICIAL"
8826,12943,13007,13218,NULL,13218,"LEGITIMIDADE"
8826,12943,13007,13258,NULL,13258,"PRAZO DECADENCIAL"
8826,12943,13007,13271,NULL,13271,"PROVA PRÉ-CONSTITUÍDA"
8826,12943,13007,NULL,NULL,13007,"MANDADO DE SEGURANÇA COLETIVO"
8826,12943,14083,14084,NULL,14084,"COMUM ACORDO PARA AJUIZAMENTO"
8826,12943,14083,14085,NULL,14085,"GREVE"
8826,12943,14083,14086,NULL,14086,"NATUREZA ECONÔMICA"
8826,12943,14083,14087,NULL,14087,"NATUREZA JURÍDICA"
8826,12943,14083,14088,NULL,14088,"HONORÁRIOS ADVOCATÍCIOS"
8826,12943,14083,14089,NULL,14089,"COMUM ACORDO PARA AJUIZAMENTO"
8826,12943,14083,14090,NULL,14090,"COMUM ACORDO PARA AJUIZAMENTO"
8826,12943,14083,NULL,NULL,14083,"DISSÍDIO COLETIVO (1.160)"
8826,12943,NULL,NULL,NULL,12943,"PROCESSO COLETIVO"
8826,12944,12966,13146,NULL,13146,"DÚVIDAS APRESENTADAS PELOS TRIBUNAIS REGIONAIS, SEUS ÓRGÃOS / INTEGRANTES"
8826,12944,12966,NULL,NULL,12966,"CONSULTA"
8826,12944,12968,13071,NULL,13071,"ATO CONTRÁRIO À BOA ORDEM PROCESSUAL"
8826,12944,12968,13072,NULL,13072,"ATO QUE IMPORTE EM ATENTADO A FÓRMULAS LEGAIS DE PROCESSO"
8826,12944,12968,13159,NULL,13159,"ERROS / ABUSOS"
8826,12944,12968,13217,NULL,13217,"JUSTIFICADO RECEIO DE DANO IRREPARÁVEL OU DE DIFÍCIL REPARAÇÃO"
8826,12944,12968,NULL,NULL,12968,"CORREIÇÃO PARCIAL"
8826,12944,13018,13081,13357,13357,"AUSÊNCIA DE JUSTIFICATIVA"
8826,12944,13018,13081,13379,13379,"COMPROVAÇÃO DE SALDO BANCÁRIO"
8826,12944,13018,13081,13469,13469,"JUSTIFICADA AUSÊNCIA DE NUMERÁRIO"
8826,12944,13018,13081,NULL,13081,"BACEN JUD / FRUSTRAÇÃO DA ORDEM JUDICIAL DE BLOQUEIO"
8826,12944,13018,13142,13505,13505,"PRÁTICAS PROCEDIMENTAIS CONTRÁRIAS AOS PARÂMETROS LEGAIS"
8826,12944,13018,13142,NULL,13142,"DIVERSOS"
8826,12944,13018,NULL,NULL,13018,"PEDIDO DE PROVIDÊNCIAS"
8826,12944,13033,13223,NULL,13223,"MAGISTRADO NÃO VITALÍCIO"
8826,12944,13033,13224,NULL,13224,"MAGISTRADO VITALÍCIO"
8826,12944,13033,NULL,NULL,13033,"RECLAMAÇÃO DISCIPLINAR"
8826,12944,NULL,NULL,NULL,12944,"PROCESSO E PROCEDIMENTO DA CORREGEDORIA"
8826,14121,NULL,NULL,NULL,14121,"MORATÓRIOS COMUNS"
8826,NULL,NULL,NULL,NULL,8826,"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
9633,9634,9635,9636,NULL,9636,"HOMICÍDIO SIMPLES"
9633,9634,9635,9637,NULL,9637,"HOMICÍDIO PRIVILEGIADO"
9633,9634,9635,9638,NULL,9638,"HOMICÍDIO QUALIFICADO"
9633,9634,9635,9639,NULL,9639,"INDUZIMENTO, INSTIGAÇÃO OU AUXÍLIO A SUICÍDIO"
9633,9634,9635,9640,NULL,9640,"INFANTICÍDIO"
9633,9634,9635,11987,NULL,11987,"ABORTO"
9633,9634,9635,12131,NULL,12131,"HOMICÍDIO AGRAVADO PELO EXTERMÍNIO DE SERES HUMANOS"
9633,9634,9635,12358,NULL,12358,"FEMINICÍDIO"
9633,9634,9635,15178,NULL,15178,"HOMICÍDIO QUALIFICADO CONTRA MENOR DE 14 ANOS (LEI HENRY BOREL)"
9633,9634,9635,NULL,NULL,9635,"CONTRA A VIDA"
9633,9634,9641,9642,NULL,9642,"LEVE"
9633,9634,9641,9643,NULL,9643,"SEGUIDA DE MORTE"
9633,9634,9641,9644,NULL,9644,"GRAVE"
9633,9634,9641,9645,NULL,9645,"GRAVÍSSIMA"
9633,9634,9641,9646,NULL,9646,"PRIVILEGIADA"
9633,9634,9641,9647,12196,12196,"CONTRA A MULHER"
9633,9634,9641,9647,12197,12197,"CONTRA PESSOAS NÃO IDENTIFICADAS COMO MULHER"
9633,9634,9641,9647,NULL,9647,"DECORRENTE DE VIOLÊNCIA DOMÉSTICA"
9633,9634,9641,14945,NULL,14945,"ANÁLOGO À LESÃO CORPORAL EM RAZÃO DA CONDIÇÃO DE MULHER"
9633,9634,9641,NULL,NULL,9641,"LESÕES CORPORAIS"
9633,9634,9648,9649,NULL,9649,"PERIGO DE CONTÁGIO DE MOLÉSTIA GRAVE"
9633,9634,9648,9650,NULL,9650,"PERIGO PARA A VIDA OU SAÚDE DE OUTREM (ART. 132)"
9633,9634,9648,9651,NULL,9651,"ABANDONO DE INCAPAZ (ART. 133)"
